addrtype,location,severitycode,severitydesc,collisiontype,personcount,pedcount,pedcylcount,vehcount,injuries,seriousinjuries,fatalities,incdate,incdttm,junctiontype,sdot_colcode,sdot_coldesc,inattentionind,underinfl,weather,roadcond,lightcond,pedrownotgrnt,speeding,st_colcode,st_coldesc,crosswalkkey,hitparkedcar,state,latitude,longitude
Intersection,PHINNEY AVE N AND N 65TH ST,2b,Serious Injury Collision,Cycles,1,0,1,0,1,1,0,2006-05-07T00:00:00.000Z,5/7/2006,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67602257015706,-122.3543532189687
Intersection,48TH AVE S AND S ALASKA ST,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2005-08-10T00:00:00.000Z,8/10/2005 7:47:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.560577263637114,-122.27321465815723
Intersection,1ST AVE S AND S LUCILE ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2006-04-27T00:00:00.000Z,4/27/2006 11:08:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.553425927611045,-122.33421551015692
Block,FAIRVIEW AVE N BETWEEN ALOHA ST AND WARD ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-12-06T00:00:00.000Z,12/6/2007,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62748318161904,-122.3324646739894
Block,EASTLAKE AVE E BETWEEN E HOWE ST AND E NEWTON ST,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2007-01-30T00:00:00.000Z,1/30/2007 7:27:00 AM,Mid-Block (not related to intersection),69.0,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear or Partly Cloudy,Ice,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.63631850995383,-122.32574173733272
Intersection,ROOSEVELT WAY NE AND NE RAVENNA WB BV,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-04-18T00:00:00.000Z,4/18/2006 12:45:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6722689876671,-122.31736339573135
Intersection,1ST AVE NW AND NW 143RD ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-05-16T00:00:00.000Z,5/16/2006 6:30:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.732321197719386,-122.35825029729817
Intersection,BROADWAY AND E HOWELL ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-02-27T00:00:00.000Z,2/27/2007 10:40:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61757128944502,-122.3208358294504
Intersection,68TH AVE S AND RAINIER AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-06-02T00:00:00.000Z,6/2/2007,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.51161897597682,-122.24832390405494
Block,EAST MARGINAL WAY S BETWEEN S RIVER ST AND S BRIGHTON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2008-08-05T00:00:00.000Z,8/5/2008,Mid-Block (but intersection related),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.54263110064861,-122.32748207332459
Block,STEWART ST BETWEEN MINOR AVE AND YALE AVE,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2005-08-03T00:00:00.000Z,8/3/2005,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61794061906912,-122.33143031493555
Intersection,13TH AVE NW AND NW 85TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-06-07T00:00:00.000Z,6/7/2011,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.69062654292201,-122.37276283282108
Intersection,20TH AVE NE AND NE 75TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-24T00:00:00.000Z,7/24/2012 5:34:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,524374,N,Washington,47.68304696269502,-122.30668856294176
Intersection,3RD AVE AND UNION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-01-13T00:00:00.000Z,1/13/2011 11:30:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,522180,N,Washington,47.60875622459481,-122.3368846034067
Block,LAKE WASHINGTON BLVD E BETWEEN E MADISON ST AND ARBORETUM DR E,2b,Serious Injury Collision,Cycles,5,0,1,1,1,1,0,2012-08-05T00:00:00.000Z,8/5/2012 5:33:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.627191362075216,-122.29298983476741
Intersection,12TH AVE AND E MARION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-05-30T00:00:00.000Z,5/30/2013 4:56:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61039501200789,-122.3167793521294
Block,S BRIGHTON ST BETWEEN 30TH AVE S AND 32ND AVE S,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2011-06-29T00:00:00.000Z,6/29/2011 8:00:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.54131772853013,-122.29216433944738
Block,24TH AVE E BETWEEN E NEWTON S ST AND E NEWTON N ST,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2009-07-12T00:00:00.000Z,7/12/2009 9:05:00 AM,Mid-Block (not related to intersection),66.0,PEDALCYCLIST STRUCK OBJECT IN ROAD,,0,Raining,Wet,Daylight,,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.6374876626805,-122.30152201268032
Intersection,BURKE AVE N AND N NORTHLAKE WAY,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2009-03-05T00:00:00.000Z,3/5/2009,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,522489,N,Washington,47.64687291252812,-122.3351687568724
Intersection,BROOKLYN AVE NE AND NE PACIFIC ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-15T00:00:00.000Z,4/15/2012 2:50:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6535988462442,-122.31448850984015
Intersection,42ND AVE SW AND SW ALASKA ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-05-15T00:00:00.000Z,5/15/2013 5:06:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,521779,N,Washington,47.56107185198776,-122.38545807825716
Intersection,MELROSE AVE AND E OLIVE PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2010-12-02T00:00:00.000Z,12/2/2010 8:28:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6170700943853,-122.32787485310884
Intersection,ROOSEVELT WAY NE AND NE 69TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-23T00:00:00.000Z,4/23/2012 5:09:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67874129369951,-122.31740336490559
Block,MARINE VIEW DR SW BETWEEN SW OCEAN VIEW DR AND 35TH AVE SW,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2009-04-04T00:00:00.000Z,4/4/2009,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.49956709735468,-122.37781865820313
Intersection,MERIDIAN AVE N AND N 61ST ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-08-17T00:00:00.000Z,8/17/2011 9:00:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.67292260221713,-122.3335531918494
Block,E PINE ST BETWEEN BROADWAY AND NAGLE PL,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-02-20T00:00:00.000Z,2/20/2016 10:37:00 PM,,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights Off,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.615238069418275,-122.3204094313228
Block,GREENWOOD AVE N BETWEEN N 76TH ST AND N 77TH ST,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-08T00:00:00.000Z,5/8/2015 1:20:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,Y,Washington,47.684381650287456,-122.35529799071956
Intersection,WOODLAND PARK AVE N AND N 43RD N ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2011-12-07T00:00:00.000Z,12/7/2011 9:57:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65957519296524,-122.3445793726473
Intersection,PALATINE AVE N AND N 110TH ST,2,Injury Collision,Angles,1,0,1,1,1,0,0,2016-04-01T00:00:00.000Z,4/1/2016 9:40:00 AM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,10,Entering at angle,0,N,Washington,47.708721227181975,-122.35681438552155
Intersection,UNIVERSITY WAY NE AND NE PACIFIC ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-09T00:00:00.000Z,1/9/2014 7:55:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,522415,N,Washington,47.653399440542536,-122.31333457571537
Block,10TH AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-12-03T00:00:00.000Z,12/3/2014 5:53:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62774786868464,-122.32021599641595
Intersection,28TH AVE NW AND NW 58TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-08-17T00:00:00.000Z,8/17/2016 6:25:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.670921160278084,-122.39287094056515
Intersection,20TH AVE W AND GILMAN AVE W,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-31T00:00:00.000Z,5/31/2016 6:25:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65033189245205,-122.38198969938105
Block,2ND AVE BETWEEN PIKE ST AND PINE ST,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2016-04-19T00:00:00.000Z,4/19/2016 8:30:00 AM,Mid-Block (but intersection related),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.609780570210454,-122.33935700687486
Block,UNIVERSITY BR BETWEEN FUHRMAN AVE E AND POINT A,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2015-09-25T00:00:00.000Z,9/25/2015 7:41:00 AM,Mid-Block (not related to intersection),69.0,PEDALCYCLIST OVERTURNED IN ROAD,,N,Raining,Wet,Dawn,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65202472754186,-122.32092404908016
Intersection,UNIVERSITY WAY NE AND NE PACIFIC ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-03-14T00:00:00.000Z,3/14/2014 2:30:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Unknown,Unknown,Unknown,Y,,45,Vehicle - Pedalcyclist,522415,N,Washington,47.653399440542536,-122.31333457571537
Intersection,5TH AVE AND UNION ST,1,Property Damage Only Collision,Cycles,5,0,1,1,0,0,0,2014-02-20T00:00:00.000Z,2/20/2014 8:27:00 PM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Wet,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.609685420831354,-122.33466559753744
Intersection,24TH AVE E AND E LYNN ST,2,Injury Collision,Cycles,3,0,1,1,2,0,0,2014-04-09T00:00:00.000Z,4/9/2014 1:24:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.639530077717936,-122.30208058106712
Intersection,12TH AVE S AND BOREN AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-08-13T00:00:00.000Z,8/13/2016 9:15:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60085285869736,-122.31696510420994
Intersection,ALASKAN WAY S AND S MAIN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-02-22T00:00:00.000Z,2/22/2015 2:52:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60004611083184,-122.33591076464307
Block,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-01-31T00:00:00.000Z,1/31/2015 1:59:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.580854535232284,-122.33420024808396
Intersection,E JOHN ST AND E OLIVE WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-31T00:00:00.000Z,5/31/2016 10:44:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.619574663400364,-122.3242570535195
Block,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2014-06-04T00:00:00.000Z,6/4/2014 8:45:00 AM,Mid-Block (not related to intersection),69.0,PEDALCYCLIST OVERTURNED IN ROAD,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61581794679922,-122.32080786644516
Intersection,2ND AVE N AND MERCER ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-05-15T00:00:00.000Z,5/15/2014 6:22:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,523112,N,Washington,47.624572740977975,-122.35279216050898
Intersection,NW 54TH ST AND NW MARKET ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-07-25T00:00:00.000Z,7/25/2013 3:01:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66864793888204,-122.39450901116116
Block,SW GENESEE ST BETWEEN 25TH AVE SW AND 26TH AVE SW,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-07-23T00:00:00.000Z,7/23/2013 3:48:00 PM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.56472618822586,-122.36491120563387
Intersection,ROOSEVELT WAY NE AND NE 42ND S ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-04-20T00:00:00.000Z,4/20/2015 7:49:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.657514224809034,-122.317802129097
Intersection,STONE WAY N AND N 49TH ST,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2013-08-07T00:00:00.000Z,8/7/2013 12:22:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66428986783398,-122.34068746740265
Block,NW MARKET ST BETWEEN 28TH AVE NW AND NW 54TH ST,2,Injury Collision,Rear Ended,4,0,1,2,3,0,0,2013-09-01T00:00:00.000Z,9/1/2013 1:13:00 PM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,14,From same direction - both going straight - one stopped - rear-end,0,N,Washington,47.668651405633405,-122.39368163124784
Intersection,3RD AVE N AND ROY ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-08-25T00:00:00.000Z,8/25/2014 3:26:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62543768990089,-122.35148024976385
Intersection,5TH AVE AND UNION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-08-14T00:00:00.000Z,8/14/2014 12:50:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.609685420831354,-122.33466559753744
Block,S DEARBORN ST BETWEEN 7TH AVE S AND 8TH AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-12T00:00:00.000Z,7/12/2018 3:42:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.59583224035126,-122.32311316690009
Block,7TH AVE BETWEEN BELL ST AND DEXTER AVE,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-09-04T00:00:00.000Z,9/4/2018 4:06:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,5,Vehicle Strikes Pedalcyclist,0,N,Washington,47.6176738582891,-122.34188034759232
Block,4TH AVE S BETWEEN SEATTLE BLVD S AND I90 WB 4TH AV OFF RP,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-04-21T00:00:00.000Z,4/21/2004 12:45:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Wet,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59538834052639,-122.32904689956757
Intersection,18TH AVE S AND S JACKSON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-01-10T00:00:00.000Z,1/10/2019 4:35:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Dusk,,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.59923897055192,-122.30896784408894
Block,NW MARKET ST BETWEEN NW 54TH ST AND 30TH AVE NW,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-01-12T00:00:00.000Z,1/12/2019 1:45:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.66864556747488,-122.39507431434043
Intersection,ROOSEVELT WAY NE AND NE 100TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-01-09T00:00:00.000Z,1/9/2019 6:34:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Wet,Dark - Street Lights On,,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.70128757821357,-122.31769048906551
Intersection,15TH AVE NE AND NE PACIFIC ST,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2018-12-05T00:00:00.000Z,12/5/2018 10:28:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,5,Vehicle Strikes Pedalcyclist,520838,N,Washington,47.65297596413605,-122.31246414473328
Intersection,9TH AVE N AND MERCER NR ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-12-03T00:00:00.000Z,12/3/2018 10:07:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,6,Pedalcyclist Strikes Moving Vehicle,522444,N,Washington,47.624686861637095,-122.33974146117541
Intersection,24TH AVE E AND BOYER AVE E,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-11-22T00:00:00.000Z,11/22/2018 4:23:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dusk,,,5,Vehicle Strikes Pedalcyclist,0,N,Washington,47.63524417736178,-122.30156537450607
Intersection,BROAD ST AND VALLEY ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-11-28T00:00:00.000Z,11/28/2018 4:51:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.6257957692013,-122.33863455026258
Intersection,35TH AVE SW AND SW RAYMOND ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-12-11T00:00:00.000Z,12/11/2018 3:21:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Dark - Street Lights On,Y,,5,Vehicle Strikes Pedalcyclist,0,N,Washington,47.548323064795895,-122.37636960416313
Intersection,HARVARD AVE E AND E ALLISON ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2018-12-07T00:00:00.000Z,12/7/2018 9:24:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,5,Vehicle Strikes Pedalcyclist,0,N,Washington,47.64871063977904,-122.32209905685593
Block,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-11-27T00:00:00.000Z,11/27/2018 5:16:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - No Street Lights,,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.629653976115854,-122.32861177955971
Intersection,ROOSEVELT WAY NE AND NE 42ND S ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-12-13T00:00:00.000Z,12/13/2018 9:29:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,6,Pedalcyclist Strikes Moving Vehicle,0,N,Washington,47.657514224809034,-122.317802129097
